DATE,TOTRESNS
1993-01-01,54.7333333333333333
1993-04-01,56.6000000000000000
1993-07-01,58.2000000000000000
1993-10-01,61.3666666666666667
1994-01-01,60.4000000000000000
1994-04-01,60.2333333333333333
1994-07-01,59.8000000000000000
1994-10-01,60.3000000000000000
1995-01-01,58.6000000000000000
1995-04-01,57.5333333333333333
1995-07-01,57.1333333333333333
1995-10-01,56.9000000000000000
1996-01-01,55.2000000000000000
1996-04-01,54.2666666666666667
1996-07-01,51.8666666666666667
1996-10-01,50.1666666666666667
1997-01-01,48.7666666666666667
1997-04-01,46.8333333333333333
1997-07-01,46.4000000000000000
1997-10-01,46.6666666666666667
1998-01-01,46.1000000000000000
1998-04-01,45.5666666666666667
1998-07-01,44.5000000000000000
1998-10-01,44.4666666666666667
1999-01-01,45.1666666666666667
1999-04-01,43.5666666666666667
1999-07-01,41.5333333333333333
1999-10-01,41.1333333333333333
2000-01-01,42.0000000000000000
2000-04-01,40.5333333333333333
2000-07-01,39.5333333333333333
2000-10-01,38.6333333333333333
2001-01-01,38.7666666666666667
2001-04-01,38.7000000000000000
2001-07-01,45.5333333333333333
2001-10-01,41.9333333333333333
2002-01-01,42.1666666666666667
2002-04-01,39.9333333333333333
2002-07-01,39.3666666666666667
2002-10-01,39.4000000000000000
2003-01-01,41.8000000000000000
2003-04-01,41.6666666666666667
2003-07-01,44.7000000000000000
2003-10-01,42.9000000000000000
2004-01-01,44.5333333333333333
2004-04-01,46.0333333333333333
2004-07-01,46.3666666666666667
2004-10-01,46.0333333333333333
2005-01-01,47.6333333333333333
2005-04-01,46.2666666666666667
2005-07-01,46.2333333333333333
2005-10-01,44.9666666666666667
2006-01-01,44.8000000000000000
2006-04-01,45.1000000000000000
2006-07-01,43.4000000000000000
2006-10-01,42.3666666666666667
2007-01-01,42.6333333333333333
2007-04-01,43.5000000000000000
2007-07-01,43.5000000000000000
2007-10-01,42.7333333333333333
2008-01-01,44.1666666666666667
2008-04-01,45.9000000000000000
2008-07-01,64.9000000000000000
2008-10-01,581.6000000000000000
2009-01-01,779.7666666666666667
2009-04-01,864.7333333333333333
2009-07-01,849.2666666666666667
2009-10-01,1112.9000000000000000
2010-01-01,1174.1333333333333333
2010-04-01,1109.3000000000000000
2010-07-01,1073.6000000000000000
2010-10-01,1052.1000000000000000
2011-01-01,1269.6333333333333333
2011-04-01,1594.5333333333333333
2011-07-01,1668.9000000000000000
2011-10-01,1610.0000000000000000
2012-01-01,1628.4666666666666667
2012-04-01,1566.8666666666666667
2012-07-01,1561.1666666666666667
2012-10-01,1547.3666666666666667
2013-01-01,1727.2000000000000000
2013-04-01,1976.5333333333333333
2013-07-01,2244.7333333333333333
2013-10-01,2495.3000000000000000
2014-01-01,2627.7333333333333333
2014-04-01,2708.5333333333333333
2014-07-01,2805.1666666666666667
2014-10-01,2667.1000000000000000
2015-01-01,2678.2000000000000000
2015-04-01,2669.8333333333333333
2015-07-01,2672.2333333333333333
2015-10-01,2622.4666666666666667
2016-01-01,2490.2000000000000000
2016-04-01,2452.7666666666666667
2016-07-01,2369.9333333333333333
2016-10-01,2151.0333333333333333
2017-01-01,2283.0666666666666667
2017-04-01,2301.1333333333333333
2017-07-01,2354.0000000000000000
2017-10-01,2333.0000000000000000
2018-01-01,2272.4000000000000000
2018-04-01,2096.7666666666666667
2018-07-01,1976.2333333333333333
2018-10-01,1832.1666666666666667
2019-01-01,1715.6333333333333333
2019-04-01,1600.5000000000000000
2019-07-01,1556.7333333333333333
2019-10-01,1613.5333333333333333
2020-01-01,1847.1666666666666667
2020-04-01,3071.6000000000000000
2020-07-01,2790.3333333333333333
2020-10-01,3015.4333333333333333
2021-01-01,3407.0000000000000000
2021-04-01,3869.2666666666666667
2021-07-01,4092.4000000000000000
2021-10-01,4165.5333333333333333
2022-01-01,3850.1000000000000000
2022-04-01,3387.2333333333333333
2022-07-01,3232.0000000000000000
2022-10-01,3096.4000000000000000
2023-01-01,3103.3666666666666667
2023-04-01,3256.9000000000000000
2023-07-01,3215.4333333333333333
2023-10-01,3390.6666666666666667
2024-01-01,3539.2666666666666667
2024-04-01,3395.1000000000000000
2024-07-01,3286.7000000000000000
2024-10-01,.
